"model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize"
"Scala",2019,14999,"Manual",4050,"Petrol",145,49.6,1
"Viva",2016,6495,"Manual",22169,"Petrol",20,62.8,1
"Superb",2016,9995,"Manual",57761,"Diesel",20,68.9,1.6
"A3",2015,11240,"Automatic",89000,"Hybrid",0,176.6,1.4
"A4",2016,16850,"Manual",37303,"Diesel",30,67.3,2
"Corsa",2016,7290,"Manual",16100,"Petrol",30,54.3,1.4
"A4",2016,16000,"Manual",38155,"Diesel",20,68.9,2
"Mokka X",2017,11698,"Manual",18812,"Petrol",145,47.1,1.4
"Superb",2019,17495,"Manual",14221,"Petrol",145,40.9,1.5
"C-HR",2017,17495,"Automatic",23474,"Petrol",160,44.8,1.2
"Astra",2019,14495,"Manual",5275,"Diesel",145,58.9,1.6
"Q3",2015,14250,"Manual",63000,"Diesel",125,60.1,2
"Astra",2020,17495,"Manual",250,"Petrol",150,54.3,1.2
"Corsa",2017,7275,"Manual",35591,"Diesel",20,72.4,1.3
"Astra",2014,5650,"Manual",49825,"Petrol",125,51.4,1.4
"Insignia",2019,14698,"Manual",13880,"Petrol",145,50.4,1.5
"Astra",2017,11443,"Manual",32501,"Petrol",150,51.4,1.4
"Yaris",2016,8995,"Manual",24000,"Petrol",30,58,1.3
"Q3",2019,25490,"Manual",10200,"Petrol",150,40.9,1.5
"Aygo",2016,6698,"Manual",24183,"Petrol",0,69,1
"Q7",2019,52450,"Automatic",4741,"Diesel",145,33.2,3
"A6",2017,20481,"Semi-Auto",36000,"Diesel",30,61.4,2
"A1",2017,12800,"Manual",20351,"Petrol",30,55.4,1.4
"Auris",2016,13990,"Automatic",30787,"Hybrid",0,72.4,1.8
"Aygo",2015,5995,"Manual",39942,"Petrol",0,69,1
"Mokka X",2017,12200,"Automatic",23607,"Petrol",160,43.5,1.4
"GT86",2017,15995,"Manual",18615,"Petrol",145,36.2,2
"Zafira",2014,6195,"Automatic",69531,"Diesel",200,48.7,2
"A4",2016,15000,"Manual",44119,"Diesel",30,64.2,2
"Mokka",2014,8798,"Automatic",28704,"Diesel",145,53.3,1.7
"Astra",2010,1975,"Manual",107000,"Petrol",235,39.2,1.8
"A1",2020,25250,"Semi-Auto",3999,"Petrol",145,44.1,1.5
"A3",2019,20985,"Semi-Auto",3409,"Petrol",145,43.5,1.5
"Superb",2019,17990,"Manual",6152,"Diesel",145,65.7,2
"Q5",2020,35990,"Semi-Auto",3309,"Diesel",145,38.2,2
"Insignia",2018,14489,"Manual",36988,"Diesel",150,53.3,2
"Fabia",2016,9801,"Manual",31647,"Petrol",20,60.1,1.2
"Yaris",2018,9595,"Manual",33894,"Petrol",145,58.9,1.5
"Octavia",2016,8499,"Manual",50498,"Diesel",0,74.3,1.6
"Crossland X",2018,10997,"Manual",15029,"Diesel",145,62.8,1.5
"Fabia",2016,9495,"Manual",21752,"Petrol",20,60.1,1.2
"Corsa",2017,7620,"Manual",17524,"Petrol",30,55.4,1.4
"Mokka X",2017,12471,"Manual",13231,"Petrol",150,47.1,1.4
"Yaris",2018,10295,"Manual",11450,"Petrol",145,58.9,1.5
"S4",2019,41000,"Automatic",5600,"Diesel",145,40.9,3
"Combo Life",2018,15995,"Manual",6900,"Diesel",145,53.3,1.5
"Q2",2019,21800,"Manual",1000,"Diesel",145,49.6,1.6
"Meriva",2017,8995,"Manual",27459,"Diesel",30,64.2,1.6
"Auris",2015,8944,"Manual",23624,"Petrol",150,46.3,1.6
"Viva",2017,6495,"Manual",15780,"Petrol",145,62.8,1
"A3",2017,18500,"Manual",42105,"Petrol",145,54.3,1.5
"A1",2014,10700,"Manual",35700,"Petrol",125,52.3,1.4
"Crossland X",2019,11990,"Manual",4877,"Petrol",145,46.3,1.2
"Yaris",2017,9400,"Manual",22214,"Petrol",30,55,1.3
"Corsa",2015,6475,"Manual",61354,"Petrol",20,64.2,1.4
"A4",2014,10100,"Manual",77701,"Diesel",125,57.6,2
"SQ5",2015,20295,"Automatic",76518,"Diesel",260,41.5,3
"Corsa",2017,9995,"Manual",14500,"Petrol",145,49.6,1.4
"Zafira",2015,8995,"Manual",25000,"Petrol",205,42.2,1.4
"Insignia",2014,10990,"Automatic",15600,"Diesel",150,53.3,2
"Verso",2015,9291,"Semi-Auto",88412,"Petrol",165,43.5,1.8
"Aygo",2018,9198,"Semi-Auto",16372,"Petrol",150,67.3,1
"Superb",2019,25250,"Automatic",8500,"Petrol",145,38.2,2
"Mokka X",2019,13498,"Manual",7352,"Diesel",145,50.4,1.6
"Q8",2020,58000,"Semi-Auto",2000,"Diesel",145,33.6,3
"Fabia",2016,5700,"Manual",22078,"Petrol",20,60.1,1
"A3",2017,12400,"Manual",39825,"Petrol",145,60.1,1
"Mokka X",2016,10295,"Manual",29237,"Petrol",200,42.2,1.6
"Yaris",2018,8995,"Manual",41855,"Petrol",145,58.9,1.5
"Q3",2020,32990,"Manual",2985,"Diesel",145,42.8,2
"Hilux",2015,14995,"Automatic",72100,"Diesel",260,32.8,3
"Citigo",2016,6800,"Manual",28314,"Petrol",20,62.8,1
"A5",2011,10995,"Manual",44000,"Diesel",160,49.6,2
"Fabia",2019,10490,"Manual",10493,"Petrol",150,60.1,1
"Aygo",2015,6495,"Manual",45536,"Petrol",0,69,1
"Superb",2019,28985,"Semi-Auto",4532,"Petrol",145,33.2,2
"Mokka X",2019,16820,"Automatic",5900,"Diesel",145,47.1,1.6
"A3",2016,13995,"Automatic",18833,"Petrol",20,62.8,1
"A3",2017,18444,"Manual",18541,"Petrol",30,60.1,1.4
"A3",2017,14699,"Automatic",27743,"Diesel",145,70.6,1.6
"Grandland X",2018,15750,"Manual",5000,"Petrol",145,44.1,1.2
"A3",2019,25500,"Manual",5000,"Diesel",145,51.4,1.6
"Q5",2017,28190,"Automatic",29311,"Petrol",145,40.4,2
"Grandland X",2019,19995,"Manual",12550,"Diesel",145,45.6,1.5
"Corsa",2016,8450,"Manual",10658,"Petrol",30,55.4,1.4
"Astra",2019,13989,"Manual",674,"Diesel",145,72.4,1.6
"A1",2011,6475,"Manual",45000,"Diesel",0,70.6,1.6
"Mokka X",2018,10750,"Manual",38801,"Petrol",145,47.1,1.4
"Yaris",2012,5481,"Manual",26285,"Petrol",125,51.4,1.3
"Adam",2014,5995,"Manual",32127,"Petrol",125,51.4,1.4
"Corsa",2019,10000,"Manual",8570,"Petrol",145,43.5,1.4
"Aygo",2018,7995,"Manual",8525,"Petrol",145,56.5,1
"Q5",2019,33490,"Automatic",6000,"Diesel",145,38.2,2
"Mokka X",2019,15699,"Manual",4888,"Petrol",145,39.2,1.4
"Q2",2017,18495,"Manual",19210,"Petrol",125,50.4,1.4
"Astra",2017,10990,"Manual",22844,"Diesel",20,72.4,1.6
"Q3",2019,38995,"Semi-Auto",4436,"Petrol",150,32.1,2
"Astra",2016,9955,"Manual",51460,"Diesel",0,85.6,1.6
"Aygo",2016,6230,"Manual",15735,"Petrol",0,69,1
"Superb",2015,9240,"Manual",68962,"Diesel",20,68.9,1.6
"Yaris",2017,13000,"Automatic",24277,"Hybrid",135,76.3,1.5
"Rapid",2017,10800,"Manual",22199,"Petrol",30,57.7,1.2
"TT",2016,15299,"Manual",30814,"Petrol",145,47.1,1.8
"Zafira",2016,10498,"Manual",23278,"Petrol",200,42.2,1.4
"Mokka X",2018,10370,"Manual",36493,"Petrol",145,47.1,1.4
"Corsa",2019,10399,"Manual",9181,"Petrol",145,43.5,1.4
"Aygo",2017,7990,"Manual",17915,"Petrol",145,68.9,1
"Citigo",2016,5936,"Manual",23757,"Petrol",20,62.8,1
"A3",2016,12529,"Automatic",50992,"Petrol",30,58.9,1.4
"A3",2015,15500,"Manual",4984,"Petrol",30,58.9,1.4
"RAV4",2015,12232,"Manual",46000,"Diesel",150,53,2
"Yeti Outdoor",2016,10995,"Manual",47513,"Diesel",30,62.8,2
"Mokka X",2019,12517,"Manual",12517,"Petrol",145,39.2,1.4
"Fabia",2017,10980,"Manual",24500,"Other",145,58.9,1.2
"Corsa",2017,8300,"Manual",15246,"Petrol",145,55.4,1.4
"Q3",2016,15998,"Manual",18419,"Petrol",125,50.4,1.4
"Aygo",2016,8475,"Automatic",10488,"Petrol",0,67,1
"A1",2018,16495,"Manual",18199,"Petrol",145,51.4,1
"Corsa",2019,9500,"Manual",620,"Petrol",150,43.5,1.4
"A6",2014,16298,"Semi-Auto",75125,"Diesel",235,44.8,3
"Corsa",2015,5795,"Manual",76970,"Diesel",0,85.6,1.2
"A6",2016,19998,"Manual",26480,"Diesel",30,61.4,2
"Fabia",2018,10491,"Manual",3621,"Petrol",150,64.2,1
"Superb",2016,14299,"Semi-Auto",25593,"Diesel",30,62.8,2
"Corsa",2015,6049,"Manual",57483,"Petrol",125,53.3,1.2
"Auris",2017,13450,"Automatic",28000,"Hybrid",0,78.5,1.8
"Crossland X",2017,9498,"Manual",31067,"Petrol",145,58.9,1.2
"Fabia",2019,9965,"Manual",14055,"Petrol",145,57.7,1
"A5",2016,19444,"Automatic",37000,"Diesel",160,50.4,2
"A6",2016,15498,"Semi-Auto",63000,"Diesel",125,56.5,3
"Fabia",2017,8995,"Manual",39393,"Petrol",150,58.9,1.2
"Yeti Outdoor",2017,11299,"Semi-Auto",15112,"Petrol",125,51.4,1.2
"Zafira",2016,12998,"Automatic",13970,"Petrol",200,40.9,1.4
"Fabia",2019,13495,"Manual",2508,"Petrol",145,52.3,1
"Crossland X",2019,15871,"Manual",3421,"Diesel",145,61.4,1.5
"Yaris",2016,8995,"Manual",26463,"Petrol",30,55,1.3
"A5",2018,25850,"Automatic",6541,"Diesel",145,65.7,2
"GT86",2018,19995,"Manual",15525,"Petrol",150,36.2,2
"Mokka X",2017,10995,"Semi-Auto",23051,"Petrol",150,43.5,1.4
"Q2",2019,26295,"Automatic",9100,"Diesel",145,46.3,2
"A3",2014,13299,"Manual",24003,"Petrol",30,54.3,1.4
"Insignia",2017,11500,"Manual",14145,"Petrol",145,47.1,1.5
"Corsa",2019,11157,"Manual",100,"Petrol",145,44.8,1.4
"RAV4",2016,14288,"Manual",30100,"Diesel",125,60.1,2
"Karoq",2019,19790,"Manual",839,"Petrol",150,42.8,1.5
"A1",2017,16990,"Semi-Auto",44343,"Petrol",145,58.9,1.4
"Corsa",2020,17823,"Manual",366,"Petrol",150,52.3,1.2
"Corsa",2017,7698,"Manual",13192,"Petrol",145,55.4,1.4
"A4",2017,20950,"Semi-Auto",28036,"Diesel",30,64.2,3
"Corsa",2017,6490,"Manual",33049,"Petrol",30,55.4,1.4
"Roomster",2013,5495,"Manual",28131,"Petrol",145,49.6,1.2
"A1",2018,15500,"Manual",8000,"Petrol",150,55.4,1.4
"A3",2016,14800,"Automatic",29928,"Petrol",30,57.6,1.4
"A8",2019,42989,"Automatic",5000,"Petrol",145,37.7,3
"Aygo",2018,7901,"Manual",10437,"Petrol",145,56.5,1
"Mokka X",2017,10495,"Manual",27463,"Petrol",145,47.1,1.4
"Superb",2015,12142,"Semi-Auto",40684,"Diesel",145,54.3,2
"Adam",2017,7290,"Manual",32530,"Petrol",125,53.3,1.2
"A4",2016,14195,"Manual",44703,"Diesel",0,74.3,2
"Corsa",2019,10995,"Manual",4529,"Petrol",150,43.5,1.4
"Crossland X",2018,11485,"Manual",29518,"Petrol",145,57.7,1.2
"A4",2017,18925,"Manual",22164,"Diesel",20,68.9,2
"Viva",2018,6290,"Manual",11178,"Petrol",145,46.3,1
"Mokka",2015,8492,"Manual",33000,"Diesel",30,65.7,1.6
"RAV4",2017,15295,"Manual",39624,"Diesel",145,60.1,2
"Fabia",2017,6498,"Manual",5582,"Petrol",20,60.1,1
"Yaris",2019,12850,"Automatic",4000,"Petrol",145,47.9,1.5
"A1",2015,10590,"Manual",20828,"Petrol",30,57.6,1.4
"Yaris",2018,9999,"Manual",9012,"Petrol",145,56.5,1.5
"A3",2019,23990,"Automatic",2778,"Petrol",145,40.9,2
"A3",2017,18998,"Semi-Auto",22295,"Petrol",30,56.5,1.4
"Yaris",2016,7995,"Manual",24790,"Petrol",0,66,1
"Yaris",2015,7051,"Manual",34934,"Petrol",30,58,1.3
"Corsa",2019,10990,"Manual",100,"Petrol",145,43.5,1.4
"Zafira",2016,12998,"Automatic",11963,"Petrol",200,40.9,1.4
"Superb",2019,25991,"Automatic",4445,"Diesel",145,47.1,2
"Zafira",2017,12595,"Automatic",30564,"Petrol",145,40.9,1.4
"Yaris",2018,13995,"Automatic",10784,"Hybrid",135,76.3,1.5
"Mokka X",2019,12998,"Manual",11158,"Petrol",145,39.2,1.4
"Q3",2018,20844,"Manual",9600,"Diesel",145,56.5,2
"Q3",2017,19498,"Semi-Auto",29323,"Diesel",150,55.4,2
"Octavia",2020,19900,"Semi-Auto",5000,"Diesel",150,53.3,2
"Insignia",2013,7699,"Manual",56266,"Diesel",0,76.3,2
"A3",2015,14959,"Automatic",32623,"Petrol",30,58.9,1.4
"A1",2015,10950,"Manual",48299,"Petrol",30,57.6,1.4
"Q7",2019,41799,"Automatic",10,"Diesel",145,33.6,3
"Aygo",2019,8795,"Manual",7377,"Petrol",145,56.5,1
"Zafira",2016,9998,"Manual",28306,"Petrol",200,42.2,1.4
"Scala",2019,14992,"Manual",4266,"Petrol",145,49.6,1
"Octavia",2018,12450,"Manual",17213,"Petrol",145,57.7,1.4
"A5",2014,14745,"Semi-Auto",39018,"Diesel",145,53.3,2
"Aygo",2019,8000,"Manual",8531,"Petrol",145,56.5,0
"A3",2020,17199,"Manual",609,"Petrol",150,49.6,1
"Auris",2016,12500,"Automatic",28609,"Hybrid",0,78.5,1.8
"Octavia",2017,14500,"Manual",50000,"Diesel",30,62.8,2
"Mokka X",2019,12298,"Manual",10710,"Petrol",145,39.2,1.4
"Viva",2019,7561,"Manual",4699,"Petrol",145,46.3,1
"A1",2018,15300,"Manual",13741,"Petrol",145,67.3,1
"Fabia",2019,9980,"Manual",14265,"Petrol",150,57.7,1
"Aygo",2017,9995,"Semi-Auto",11480,"Petrol",145,67.3,1
"Auris",2017,16570,"Automatic",7350,"Hybrid",135,72.4,1.8
"A4",2017,14898,"Manual",24222,"Petrol",145,53.3,1.4
"Corsa",2015,7495,"Manual",45126,"Petrol",30,55.4,1.4
"A1",2019,18990,"Automatic",4445,"Petrol",145,46.3,1
"Yaris",2018,12295,"Automatic",6051,"Petrol",145,60.1,1.5
"Q3",2015,17650,"Manual",38122,"Diesel",145,52.3,2
"Insignia",2015,8799,"Automatic",39074,"Diesel",160,52.3,2
"A4",2014,11391,"Manual",73206,"Diesel",125,60.1,2
"Q5",2019,35500,"Semi-Auto",9415,"Diesel",150,38.2,2
"Q7",2020,89990,"Semi-Auto",5000,"Diesel",145,29.4,4
"Corsa",2018,9320,"Manual",7825,"Petrol",145,55.4,1.4
"Astra",2015,5699,"Manual",59451,"Petrol",125,51.4,1.4
"Aygo",2015,6888,"Manual",18822,"Petrol",0,69,1
"GT86",2012,9995,"Automatic",74599,"Petrol",200,39.8,2
"Adam",2017,6998,"Manual",59357,"Petrol",150,53.3,1.2
"Corsa",2019,12495,"Manual",15,"Petrol",145,43.5,1.4
"Aygo",2019,8990,"Manual",1500,"Petrol",145,56.5,1
"Aygo",2017,7495,"Manual",20253,"Petrol",145,68.9,1
"A1",2017,12450,"Manual",19952,"Petrol",0,67.3,1
"A5",2019,27022,"Semi-Auto",3256,"Petrol",145,40.4,2
"Astra",2017,11000,"Manual",34521,"Diesel",145,72.4,1.6
"A3",2005,2495,"Manual",122000,"Diesel",150,53.3,0
"Q2",2019,23990,"Manual",4484,"Petrol",145,39.2,1.5
"Adam",2017,7490,"Manual",13848,"Petrol",145,53.3,1.2
"Aygo",2011,2695,"Manual",82708,"Petrol",20,61.4,1
"Astra",2019,17799,"Manual",6421,"Petrol",145,51.4,1.4
"Yaris",2018,11000,"Manual",12760,"Petrol",145,58.9,1.5
"Karoq",2019,24617,"Automatic",6000,"Petrol",145,40.9,1.5
"A5",2018,31050,"Semi-Auto",17671,"Petrol",145,36.7,3
"A6",2015,15400,"Manual",47348,"Diesel",30,61.4,2
"Corsa",2012,3940,"Manual",80000,"Petrol",125,51.4,1.4
"Yaris",2012,7995,"Automatic",18780,"Petrol",30,55.4,1.3
"Crossland X",2020,18995,"Automatic",3,"Petrol",145,44.1,1.2
"Q3",2019,28490,"Manual",4000,"Petrol",145,39.8,1.5
"Mokka X",2016,9399,"Manual",27250,"Petrol",145,47.1,1.4
"RAV4",2017,18000,"Automatic",26972,"Other",205,43.5,2
"Avensis",2016,14495,"Automatic",17781,"Petrol",165,47.1,1.8
"Karoq",2018,19585,"Manual",12118,"Petrol",150,52.3,1.5
"A4",2017,22495,"Semi-Auto",61008,"Petrol",145,44.1,2
"Yaris",2019,13690,"Automatic",6986,"Hybrid",135,76.3,1.5
"Astra",2011,4995,"Manual",71000,"Diesel",125,58.9,2
"Octavia",2019,21995,"Semi-Auto",5717,"Petrol",150,36.7,2
"A6",2017,22490,"Automatic",28500,"Diesel",150,58.9,2
"Q3",2019,32990,"Automatic",2743,"Petrol",145,32.1,2
"A1",2016,10920,"Manual",24800,"Petrol",0,67.3,1
"A5",2017,21998,"Semi-Auto",11757,"Petrol",145,53.3,2
"A8",2018,40990,"Semi-Auto",4440,"Petrol",145,37.7,3
"Corsa",2013,3995,"Manual",72000,"Petrol",125,51.4,1.2
"Superb",2018,15800,"Manual",27266,"Diesel",145,65.7,2
"Zafira",2017,11998,"Automatic",10773,"Petrol",200,40.9,1.4
"Viva",2017,6499,"Manual",19155,"Petrol",20,62.8,1
"Q3",2016,16798,"Manual",31516,"Diesel",145,55.4,2
"Mokka X",2019,15000,"Automatic",12530,"Petrol",145,37.2,1.4
"Octavia",2018,16995,"Manual",20045,"Diesel",145,62.8,2
"Zafira",2016,10798,"Manual",15323,"Petrol",200,42.2,1.4
"Q3",2017,21250,"Manual",3491,"Petrol",145,49.6,1.4
"A3",2018,25472,"Semi-Auto",21825,"Petrol",145,43.5,2
"Yeti Outdoor",2017,12999,"Semi-Auto",16622,"Petrol",125,51.4,1.2
"Mokka",2016,9999,"Manual",18537,"Diesel",20,68.9,1.6
"Vivaro",2016,13988,"Manual",13000,"Diesel",160,49.6,1.6
"Aygo",2017,7995,"Manual",25000,"Petrol",145,69,1
"Adam",2016,7241,"Manual",32629,"Petrol",125,52.3,1.4
"Q5",2014,15547,"Manual",44735,"Petrol",119.927100394705,37.7,2
"Q3",2014,13990,"Manual",55735,"Diesel",160,49.6,2
"Corsa",2018,9450,"Manual",17017,"Petrol",150,54.3,1.4
"Q2",2019,28495,"Automatic",1442,"Petrol",145,40.9,1.5
"Astra",2016,10998,"Semi-Auto",10799,"Petrol",125,50.4,1.4
"Aygo",2015,6721,"Manual",17213,"Petrol",0,69,1
"Superb",2017,14995,"Manual",15863,"Diesel",145,67.3,1.6
"Citigo",2012,6245,"Automatic",20205,"Petrol",20,62.8,1
"Astra",2015,9000,"Manual",25510,"Petrol",125,51.4,1.4
"Q3",2014,11698,"Manual",65959,"Diesel",160,49.6,2
"Superb",2017,19950,"Automatic",10629,"Petrol",160,44.8,2
"Meriva",2016,8495,"Manual",7381,"Petrol",145,47.1,1.4
"A4",2016,13698,"Manual",29398,"Petrol",145,51.4,1.4
"Hilux",2013,15995,"Manual",35683,"Diesel",265,36.7,3
"A1",2017,15995,"Semi-Auto",23496,"Diesel",150,70.6,1.6
"Corsa",2014,4690,"Manual",49630,"Petrol",125,51.4,1.4
"Crossland X",2017,11000,"Manual",16471,"Petrol",145,57.7,1.2
"Fabia",2019,11750,"Manual",13617,"Petrol",145,61.4,1
"Mokka X",2018,12167,"Manual",11537,"Petrol",145,47.1,1.4
"Aygo",2017,7995,"Manual",17000,"Petrol",145,68.9,1
"Superb",2017,16850,"Semi-Auto",29103,"Diesel",145,58.9,2
"Q2",2017,18995,"Semi-Auto",14800,"Petrol",145,54.3,1.4
"Kamiq",2019,22500,"Semi-Auto",1500,"Petrol",145,43.5,1.5
"Grandland X",2018,14999,"Manual",24568,"Diesel",145,56.5,1.5
"Crossland X",2019,11990,"Manual",20595,"Diesel",145,62.8,1.5
"A4",2016,16498,"Semi-Auto",41529,"Diesel",30,65.7,2
"A6",2019,35000,"Semi-Auto",5000,"Diesel",145,47.9,2
"Astra",2020,15990,"Manual",100,"Petrol",145,54.3,1.2
"Aygo",2020,11500,"Manual",472,"Petrol",145,56.5,1
"Crossland X",2019,13540,"Manual",8226,"Petrol",145,47.1,1.2
"TT",2019,36950,"Manual",9121,"Petrol",145,34.9,2
"Yaris",2017,13795,"Automatic",10984,"Hybrid",0,78,1.5
"A4",2013,9960,"Manual",82591,"Diesel",30,61.4,2
"A3",2015,11899,"Manual",35425,"Diesel",0,74.3,1.6
"Yeti Outdoor",2017,11713,"Manual",34989,"Petrol",125,51.4,1.2
"Yaris",2015,9495,"Automatic",12458,"Petrol",30,58,1.3
"Superb",2019,21998,"Semi-Auto",1989,"Diesel",150,47.9,1.6
"Astra",2016,7499,"Manual",39770,"Diesel",0,85.6,1.6
"Citigo",2016,6495,"Manual",20957,"Petrol",0,68.9,1
"Insignia",2019,15598,"Manual",77,"Petrol",145,50.4,1.5
"RAV4",2012,6980,"Manual",74510,"Diesel",205,47.1,2.2
"Corsa",2013,5291,"Manual",57311,"Petrol",125,51.4,1.2
"Corsa",2015,5295,"Manual",76299,"Petrol",125,53.3,1.2
"Combo Life",2018,13895,"Manual",17248,"Diesel",145,53.3,1.5
"Q7",2019,54979,"Automatic",6700,"Diesel",145,33.2,3
"Q3",2018,24490,"Semi-Auto",9558,"Petrol",145,45.6,1.4
"Agila",2015,4599,"Manual",18953,"Petrol",20,60.1,1
"Octavia",2017,10200,"Manual",40861,"Petrol",30,55.4,1.4
"A6",2019,44990,"Semi-Auto",7076,"Diesel",145,36.2,3
"Insignia",2015,7490,"Manual",35000,"Petrol",200,40.4,1.8
"Corsa",2016,4480,"Manual",65000,"Petrol",30,54.3,1.4
"A6",2016,19395,"Semi-Auto",27764,"Diesel",30,61.4,2
"A5",2020,31690,"Semi-Auto",3390,"Diesel",145,50.4,2
"TT",2020,29970,"Semi-Auto",5515,"Petrol",150,35.3,2
"Yaris",2017,12498,"Automatic",18803,"Hybrid",0,86,1.5
"Crossland X",2018,9491,"Manual",21311,"Petrol",150,44.8,1.2
"Superb",2020,24995,"Semi-Auto",42,"Petrol",150,39.8,1.5
"RS5",2019,66990,"Automatic",6000,"Petrol",145,29.7,2.9
"Crossland X",2018,11000,"Manual",28931,"Diesel",145,70.6,1.6
"Insignia",2019,16999,"Manual",25000,"Diesel",145,54.3,2
"A1",2017,11950,"Manual",29190,"Petrol",0,67.3,1
"Viva",2017,5981,"Manual",30665,"Petrol",145,62.8,1
"A1",2011,4250,"Manual",116000,"Diesel",20,70.6,1.6
"C-HR",2017,13298,"Manual",24254,"Petrol",150,47.9,1.2
"Corsa",2017,7850,"Manual",7309,"Petrol",145,55.4,1.4
"A4",2019,36610,"Automatic",6995,"Diesel",145,44.1,2
"A3",2020,16999,"Manual",2718,"Petrol",150,49.6,1
"C-HR",2019,19495,"Manual",11759,"Petrol",145,41.5,1.2
"A3",2020,24480,"Automatic",2415,"Petrol",145,40.9,2
"Astra",2013,5695,"Manual",46441,"Diesel",30,62.8,2
"A6",2017,18500,"Automatic",29095,"Diesel",20,64.2,2
"Fabia",2017,11495,"Manual",17001,"Petrol",20,58.9,1.2
"Octavia",2016,14393,"Semi-Auto",44485,"Diesel",125,56.5,2
"Superb",2017,16000,"Semi-Auto",27522,"Petrol",145,45.6,2
"Mokka",2014,8527,"Manual",29327,"Petrol",205,43.5,1.6
"Grandland X",2019,18495,"Manual",13297,"Petrol",145,44.1,1.2
"SQ7",2017,46950,"Automatic",28000,"Diesel",145,39.2,4
"Q7",2019,41750,"Semi-Auto",10492,"Diesel",145,54.2424237219911,3
"Citigo",2017,7259,"Manual",22600,"Petrol",145,64.2,1
"Octavia",2015,9878,"Manual",25332,"Diesel",20,68.9,2
"Corsa",2016,7500,"Manual",9930,"Petrol",125,54.3,1.4
"Citigo",2017,6790,"Manual",24341,"Petrol",0,68.9,1
"Corsa",2012,4495,"Manual",54051,"Petrol",125,51.4,1.4
"Astra",2019,14999,"Manual",14759,"Diesel",145,62.8,1.6
"TT",2017,21000,"Semi-Auto",25144,"Petrol",200,42.8,2
"Grandland X",2018,17998,"Manual",14833,"Petrol",145,44.1,1.2
"A4",2017,16990,"Semi-Auto",28500,"Diesel",20,70.6,2
"Q2",2018,20450,"Automatic",19529,"Petrol",145,54.3,1.4
"A3",2017,13990,"Manual",11800,"Diesel",145,70.6,2
"Aygo",2013,4997,"Manual",19120,"Petrol",0,65.7,1
"Astra",2009,1500,"Manual",110000,"Petrol",200,43.5,1.6
"Viva",2017,6499,"Manual",18500,"Petrol",145,61.4,1
"Octavia",2018,12498,"Manual",16560,"Diesel",145,68.9,1.6
"Astra",2019,15300,"Manual",2000,"Diesel",145,58.9,1.6
"Astra",2016,9000,"Manual",41022,"Petrol",20,64.2,1
"Meriva",2016,7599,"Manual",39788,"Diesel",30,64.2,1.6
"Kodiaq",2018,24990,"Automatic",21356,"Diesel",145,49.6,2
"Mokka X",2019,14000,"Manual",9478,"Petrol",145,39.2,1.4
"Q3",2017,17490,"Manual",16353,"Petrol",125,51.4,1.4
"Yeti Outdoor",2017,13595,"Manual",16000,"Petrol",145,51.4,1.2
"Octavia",2019,19250,"Semi-Auto",2548,"Diesel",145,64.2,2
"Mokka X",2017,12100,"Manual",8430,"Petrol",200,42.2,1.6
"Octavia",2019,14390,"Manual",13782,"Petrol",145,58.9,1
"Auris",2016,14990,"Automatic",18683,"Hybrid",0,72.4,1.8
"Yeti Outdoor",2017,15650,"Semi-Auto",31889,"Petrol",125,51.4,1.2
"Yeti Outdoor",2017,12999,"Semi-Auto",27769,"Petrol",150,51.4,1.2
"A1",2018,16295,"Manual",10340,"Petrol",150,55.4,1.4
"Q7",2017,49995,"Semi-Auto",39300,"Diesel",150,39.2,4
"Adam",2015,6995,"Manual",15430,"Petrol",125,53.3,1.2
"Aygo",2017,7100,"Manual",29384,"Petrol",145,68.9,1
"Q3",2019,30450,"Semi-Auto",8761,"Petrol",145,31.7,2
"Corsa",2017,7390,"Manual",18423,"Petrol",30,55.4,1.4
"Prius",2017,17542,"Automatic",40205,"Hybrid",0,94.1,1.8
"Q7",2018,64842,"Semi-Auto",31362,"Diesel",145,37.2,4
"Mokka X",2019,13495,"Manual",21334,"Petrol",145,39.2,1.4
"Octavia",2019,18000,"Manual",4150,"Petrol",145,50.4,1.5
"Corsa",2013,5500,"Manual",30000,"Petrol",125,51.4,1.2
"RS6",2016,44950,"Automatic",29000,"Petrol",325,29.4,4
"Fabia",2015,6600,"Manual",40528,"Petrol",20,60.1,1.2
"Adam",2018,8698,"Manual",14514,"Petrol",150,44.8,1.2
"Q5",2019,32732,"Semi-Auto",7612,"Diesel",145,38.2,2
"A3",2017,18400,"Semi-Auto",41500,"Petrol",145,45.6,2
"Mokka X",2017,9250,"Manual",40123,"Petrol",145,47.1,1.4
"Mokka X",2019,13393,"Manual",10796,"Petrol",145,39.2,1.4
"Q2",2018,22444,"Semi-Auto",18258,"Petrol",150,52.3,1.4
"Aygo",2018,8000,"Manual",12000,"Petrol",150,56.5,1
"TT",2018,19450,"Manual",13000,"Diesel",145,62.8,2
"Fabia",2017,9599,"Manual",5000,"Petrol",150,64.2,1
"A6",2015,21950,"Automatic",43000,"Diesel",160,50.4,3
"A4",2019,22490,"Manual",1342,"Petrol",145,39.2,2
"Astra",2019,10995,"Manual",20571,"Petrol",145,62.8,1
"Astra",2019,16995,"Automatic",1375,"Petrol",145,42.8,1.4
"R8",2019,117990,"Automatic",11936,"Petrol",145,21.4,5.2
